Track Name,Artist,Streams,Years,Genre,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,1046836.0,2020.0,australian hip hop,,,,,,,,,
Young Wheezy (with Gunna),NAV,1001299.0,2020.0,melodic rap, canadian trap, rap, rap, trap, hip pop, pop rap, hip hop,,
Confetti,Little Mix,953217.0,2020.0,talent show, pop, girl group, post-teen pop, uk pop, dance pop,,,,
ALWAYS DO,The Kid LAROI,922125.0,2020.0,australian hip hop,,,,,,,,,
Genocidal Humanoidz,System Of A Down,908732.0,2020.0,rap metal, alternative metal, nu metal,,,,,,,
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,832297.0,2020.0,australian hip hop,,,,,,,,,
What That Speed Bout!?,Mike WiLL Made-It,817346.0,2020.0,trap, rap, atl hip hop, southern hip hop, pop rap, underground hip hop, hip hop,,,
5G,Booba,792697.0,2020.0,rap conscient, french hip hop, old school rap francais, pop urbaine, francoton,,,,,
WITHOUT YOU,The Kid LAROI,780338.0,2020.0,australian hip hop,,,,,,,,,
FEEL SOMETHING (feat. Marshmello),The Kid LAROI,745677.0,2020.0,australian hip hop,,,,,,,,,
FDT,YG,879139.0,2020.0,rap, trap, pop rap, southern hip hop, cali rap, hip hop, gangster rap,,,
Took Her To The O,King Von,827395.0,2020.0,chicago rap,,,,,,,,,
The Code (feat. Polo G),King Von,809640.0,2020.0,chicago rap,,,,,,,,,
Last Christmas,Wham!,738871.0,2020.0,new wave pop, new romantic, synthpop, new wave, disco, europop, soft rock,,,
Santa Tell Me,Ariana Grande,671063.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
Yellow,Coldplay,668571.0,2020.0,permanent wave, pop,,,,,,,,
Therefore I Am,Billie Eilish,1822518.0,2020.0,pop, electropop,,,,,,,,
Drankin N Smokin,Future,1734614.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Stripes Like Burberry,Future,1669116.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
HOLIDAY,Lil Nas X,1321369.0,2020.0,lgbtq+ hip hop, pop rap,,,,,,,,
Real Baby Pluto,Future,1223887.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Marni On Me,Future,1221465.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Thatâ€™s It,Future,1182212.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Sleeping On The Floor,Future,1168877.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
De Cora <3,Rauw Alejandro,1066820.0,2020.0,puerto rican pop, trap latino,,,,,,,,
Million Dollar Play,Future,1055684.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Plastic,Future,972359.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Realize,AC/DC,930458.0,2020.0,hard rock, rock, australian rock,,,,,,,
Fly Away,Tones And I,835421.0,2020.0,australian pop, pop,,,,,,,,
Bought A Bad Bitch,Future,807798.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Rockstar Chainz,Future,746262.0,2020.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Its Beginning to Look a Lot like Christmas,Michael BublÃ©,740082.0,2020.0,jazz pop, adult standards, pop, lounge,,,,,,
Rockin Around The Christmas Tree,Brenda Lee,946184.0,2020.0,adult standards, brill building pop, rockabilly, easy listening, lounge, vocal jazz,,,,
Jingle Bell Rock,Bobby Helms,923026.0,2020.0,adult standards, brill building pop, deep adult standards, nashville sound, rockabilly, traditional country, honky tonk, rock-and-roll, classic country pop, easy listening
Its the Most Wonderful Time of the Year,Andy Williams,831125.0,2020.0,adult standards, lounge, easy listening, brill building pop, vocal jazz, mellow gold,,,,
Underneath the Tree,Kelly Clarkson,724212.0,2020.0,dance pop, post-teen pop, pop, talent show, neo mellow, pop rock,,,,
Mistletoe,Justin Bieber,698496.0,2020.0,pop, post-teen pop, pop,,,,,,,
Everybody Dies In Their Nightmares,XXXTENTACION,644025.0,2020.0,miami hip hop, emo rap,,,,,,,,
Do I Wanna Know?,Arctic Monkeys,647982.0,2020.0,sheffield indie, garage rock, permanent wave, modern rock, rock,,,,,
Dime CÃ³mo Quieres,Christian Nodal,751066.0,2020.0,ranchera, mariachi, nuevo regional mexicano, regional mexican,,,,,,
Eenie Meenie,Sean Kingston,734343.0,2020.0,dance pop, miami hip hop, pop, post-teen pop, urban contemporary,,,,,
Mirrors,Justin Timberlake,734319.0,2020.0,dance pop, pop,,,,,,,,
Life Goes On,BTS,6450392.0,2020.0,k-pop boy group, k-pop,,,,,,,,
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,4839390.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Fly To My Room,BTS,4568625.0,2020.0,k-pop boy group, k-pop,,,,,,,,
Blue & Grey,BTS,4522564.0,2020.0,k-pop boy group, k-pop,,,,,,,,
Telepathy,BTS,4137202.0,2020.0,k-pop boy group, k-pop,,,,,,,,
Prisoner (feat. Dua Lipa),Miley Cyrus,4022659.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
Dis-ease,BTS,3893115.0,2020.0,k-pop boy group, k-pop,,,,,,,,
Stay,BTS,3873899.0,2020.0,k-pop boy group, k-pop,,,,,,,,
Skit,BTS,2623585.0,2020.0,k-pop boy group, k-pop,,,,,,,,
Baby (with J Balvin),Sfera Ebbasta,1926614.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Abracadabra (feat. Future),Sfera Ebbasta,1776166.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Tik Tok (feat. Marracash & GuÃ¨ Pequeno),Sfera Ebbasta,1602128.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Macarena (feat. Offset),Sfera Ebbasta,1580713.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Somebodyâ€™s Problem,Morgan Wallen,1543889.0,2020.0,contemporary country,,,,,,,,,
Hollywood (feat. Diplo),Sfera Ebbasta,1465466.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
$â‚¬ Freestyle,Sfera Ebbasta,1326336.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Male,Sfera Ebbasta,1286253.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Gelosi,Sfera Ebbasta,1185801.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Giovani Re,Sfera Ebbasta,1180514.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Salam Alaikum (feat. 7ari & Steve Aoki),Sfera Ebbasta,1135893.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Gangang (feat. Lil Mosey),Sfera Ebbasta,1100342.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
6:00 AM,Sfera Ebbasta,1011357.0,2020.0,trap italiana, italian pop, italian hip hop,,,,,,,
Polvo,Nicky Jam,836129.0,2020.0,latin, reggaeton, latin hip hop, trap latino,,,,,,
Shots Fired,Megan Thee Stallion,787781.0,2020.0,trap queen, houston rap, pop rap, pop,,,,,,
Still Goin Down,Morgan Wallen,774911.0,2020.0,contemporary country,,,,,,,,,
Love Not War (The Tampa Beat),Jason Derulo,771885.0,2020.0,dance pop, pop, post-teen pop, pop rap,,,,,,
Hey Boy,Sia,768042.0,2020.0,pop, australian dance, australian pop, dance pop,,,,,,
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,975588.0,2020.0,adult standards, lounge, vocal jazz, easy listening,,,,,,
Sleigh Ride,The Ronettes,899800.0,2020.0,classic girl group, brill building pop, motown, soul,,,,,,
Feliz Navidad,JosÃ© Feliciano,882734.0,2020.0,puerto rican pop, latin pop,,,,,,,,
Holly Jolly Christmas,Michael BublÃ©,877766.0,2020.0,jazz pop, adult standards, pop, lounge,,,,,,
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,859681.0,2020.0,adult standards, lounge, easy listening,,,,,,,
Do They Know Its Christmas? - 1984 Version,Band Aid,820144.0,2020.0,musical advocacy,,,,,,,,,
Driving Home for Christmas - 2019 Remaster,Chris Rea,775200.0,2020.0,sophisti-pop, soft rock, mellow gold, blues rock, classic rock, art rock,,,,
Wonderful Christmastime Edited Version - Remastered 2011 / Edited Version,Paul McCartney,745996.0,2020.0,beatlesque, classic rock, rock, art rock, folk rock, album rock, mellow gold, soft rock,,
Body,Megan Thee Stallion,735650.0,2020.0,trap queen, houston rap, pop rap, pop,,,,,,
Happy Xmas (War Is Over) - Remastered 2010,John Lennon,660806.0,2020.0,beatlesque, classic rock, rock, folk rock, album rock, art rock, mellow gold,,,
Si Me Tomo Una Cerveza,Migrantes,659002.0,2020.0,cumbia pop,,,,,,,,,
Line Without a Hook,Ricky Montgomery,672173.0,2020.0,la indie, indie pop, alt z, pop,,,,,,
Dancing in My Room,347aidan,668783.0,2020.0,sad rap,,,,,,,,,
Space Legend,Porky Slim,778149.0,2020.0,Sorry," ""that one doesnt seem to be on any of these maps yet.""",,,,,,,,
Hecha Pa Mi,Boza,735284.0,2020.0,reggaeton,,,,,,,,,
The Christmas Song (Merry Christmas To You),Nat King Cole,710444.0,2020.0,adult standards, vocal jazz, lounge, soul,,,,,,
LA NOCHE DE ANOCHE,Bad Bunny,6631602.0,2020.0,trap latino, reggaeton, latin,,,,,,,
TE MUDASTE,Bad Bunny,6125084.0,2020.0,trap latino, reggaeton, latin,,,,,,,
HACIENDO QUE ME AMAS,Bad Bunny,5033160.0,2020.0,trap latino, reggaeton, latin,,,,,,,
TE DESEO LO MEJOR,Bad Bunny,4964022.0,2020.0,trap latino, reggaeton, latin,,,,,,,
EL MUNDO ES MÃO,Bad Bunny,4886546.0,2020.0,trap latino, reggaeton, latin,,,,,,,
YO VISTO ASÃ,Bad Bunny,4861856.0,2020.0,trap latino, reggaeton, latin,,,,,,,
HOY COBRÃ‰,Bad Bunny,4355825.0,2020.0,trap latino, reggaeton, latin,,,,,,,
MALDITA POBREZA,Bad Bunny,4224807.0,2020.0,trap latino, reggaeton, latin,,,,,,,
BOOKER T,Bad Bunny,3995875.0,2020.0,trap latino, reggaeton, latin,,,,,,,
LA DROGA,Bad Bunny,3844399.0,2020.0,trap latino, reggaeton, latin,,,,,,,
ANTES QUE SE ACABE,Bad Bunny,3469139.0,2020.0,trap latino, reggaeton, latin,,,,,,,
TRELLAS,Bad Bunny,3446929.0,2020.0,trap latino, reggaeton, latin,,,,,,,
SORRY PAPI,Bad Bunny,3341610.0,2020.0,trap latino, reggaeton, latin,,,,,,,
120,Bad Bunny,3322479.0,2020.0,trap latino, reggaeton, latin,,,,,,,
CANTARES DE NAVIDAD,Trio VegabajeÃ±o,2288178.0,2020.0,musica jibara, puerto rican folk,,,,,,,,
Angels Like You,Miley Cyrus,1848307.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
Plastic Hearts,Miley Cyrus,1221989.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
WTF Do I Know,Miley Cyrus,1198179.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
Night Crawling (feat. Billy Idol),Miley Cyrus,1014204.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
Gimme What I Want,Miley Cyrus,994592.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
A Holly Jolly Christmas - Single Version,Burl Ives,782632.0,2020.0,american folk revival, adult standards,,,,,,,,
High,Miley Cyrus,781860.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
Merry Christmas Everyone,Shakin Stevens,1138472.0,2020.0,rockabilly, rock-and-roll, new wave pop,,,,,,,
White Christmas,Bing Crosby,1034734.0,2020.0,adult standards, lounge, easy listening, swing, vocal jazz,,,,,
Fairytale of New York (feat. Kirsty MacColl),The Pogues,919885.0,2020.0,celtic rock, irish folk, celtic, folk punk, celtic punk, punk,,,,
"Baby, Its Cold Outside (feat. Meghan Trainor)",Brett Eldredge,914771.0,2020.0,modern country rock, contemporary country, country road, country,,,,,,
Its Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,885721.0,2020.0,adult standards, lounge, easy listening, brill building pop, vocal jazz,,,,,
Santa Claus Is Coming To Town,The Jackson 5,786562.0,2020.0,motown, soul,,,,,,,,
Jingle Bell Rock - Daryls Version,Daryl Hall & John Oates,886131.0,2020.0,soft rock,,,,,,,,,
Have Yourself A Merry Little Christmas,Sam Smith,870622.0,2020.0,pop, uk pop, post-teen pop, dance pop,,,,,,
My Only Wish (This Year),Britney Spears,797862.0,2020.0,dance pop, post-teen pop, pop,,,,,,,
Like Its Christmas,Jonas Brothers,791023.0,2020.0,post-teen pop, pop, boy band, dance pop, pop rock,,,,,
Blue Christmas,Elvis Presley,789122.0,2020.0,rockabilly, rock-and-roll,,,,,,,,
Thank God Its Christmas - Non-Album Single,Queen,788092.0,2020.0,glam rock, classic rock, rock,,,,,,,
Jenny (I Wanna Ruin Our Friendship),Studio Killers,787533.0,2020.0,escape room, art pop, electropop, alt z, dance pop, indie pop, pop, finnish pop, hyperpop, indie poptimism
Step Into Christmas,Elton John,776462.0,2020.0,glam rock, piano rock, mellow gold, soft rock,,,,,,
Christmas Lights,Coldplay,771721.0,2020.0,permanent wave, pop,,,,,,,,
Christmas (Baby Please Come Home),Darlene Love,763580.0,2020.0,brill building pop,,,,,,,,,
Real Shit (with benny blanco),Juice WRLD,930559.0,2020.0,melodic rap, chicago rap,,,,,,,,
Teach Me How To Love,Shawn Mendes,2105701.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Blinding Lights (with ROSALÃA) - Remix,The Weeknd,1518138.0,2020.0,pop, rnb, pop,,,,,,,
Higher,Shawn Mendes,1421475.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
24 Hours,Shawn Mendes,1290495.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Call My Friends,Shawn Mendes,1260706.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Dream,Shawn Mendes,1259100.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Errbody,Lil Baby,1185798.0,2020.0,atl trap, atl hip hop, rap, trap,,,,,,
305,Shawn Mendes,1098549.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Always Been You,Shawn Mendes,1091266.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Song For No One,Shawn Mendes,1049391.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Look Up At The Stars,Shawn Mendes,1021505.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Piece Of You,Shawn Mendes,1017461.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
acting like that (feat. Machine Gun Kelly),YUNGBLUD,861875.0,2020.0,british indie rock, modern rock, rock, pop,,,,,,
Canâ€™t Imagine,Shawn Mendes,838921.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Santa Baby,Kylie Minogue,1083721.0,2020.0,dance pop, europop, australian dance, electropop, australian pop, eurodance, pop, new wave pop,,
Run Rudolph Run - Single Version,Chuck Berry,992467.0,2020.0,rockabilly, rock-and-roll, classic rock, blues rock, soul, rock,,,,
Santa Claus Is Coming to Town,Michael BublÃ©,925221.0,2020.0,jazz pop, adult standards, pop, lounge,,,,,,
Santas Coming for Us,Sia,899805.0,2020.0,pop, australian dance, australian pop, dance pop,,,,,,
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,894619.0,2020.0,dance pop, pop, post-teen pop, hip pop, urban contemporary, pop rock,,,,
Naughty List (with Dixie),Liam Payne,864253.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
Barely Legal 2021,Marvin Divine,856986.0,2020.0,russelater,,,,,,,,,
Baby Its Cold Outside (duet with Michael BublÃ©),Idina Menzel,850784.0,2020.0,hollywood, show tunes,,,,,,,,
BEBÃ‰,Camilo,848937.0,2020.0,reggaeton colombiano, colombian pop,,,,,,,,
Christmas Without You,Ava Max,819605.0,2020.0,pop, dance pop, post-teen pop,,,,,,,
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,819502.0,2020.0,argentine hip hop, pop venezolano, trap argentino, trap latino,,,,,,
I Saw Mommy Kissing Santa Claus,The Jackson 5,819224.0,2020.0,motown, soul,,,,,,,,
One More Sleep,Leona Lewis,816037.0,2020.0,dance pop, british soul, talent show, post-teen pop, europop, pop,,,,
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,2224651.0,2020.0,beatlesque, classic rock, rock, art rock, folk rock, album rock, mellow gold, soft rock,,
Ill Be Home,Meghan Trainor,814144.0,2020.0,pop, dance pop, post-teen pop, hip pop,,,,,,
Carol of the Bells,Mykola Dmytrovych Leontovych,786594.0,2020.0,ukrainian classical, post-romantic era,,,,,,,,
Joy To The World,Nat King Cole,784798.0,2020.0,adult standards, vocal jazz, lounge, soul,,,,,,
Santa Baby (with Henri RenÃ© & His Orchestra),Eartha Kitt,783910.0,2020.0,torch song, vocal jazz, adult standards, lounge,,,,,,
Hallelujah,Pentatonix,783495.0,2020.0,a cappella,,,,,,,,,
Melek,Reynmen,766082.0,2020.0,turkish trap pop, turkish hip hop,,,,,,,,
Reminds Me Of You,Juice WRLD,1430613.0,2020.0,melodic rap, chicago rap,,,,,,,,
Heat Waves,Glass Animals,738929.0,2020.0,gauze pop, shiver pop, indietronica,,,,,,,
Snowman,Sia,895365.0,2020.0,pop, australian dance, australian pop, dance pop,,,,,,
Way Out (feat. Big Sean),Jack Harlow,769886.0,2020.0,kentucky hip hop, rap, deep underground hip hop, pop rap,,,,,,
willow,Taylor Swift,7268039.0,2020.0,pop, post-teen pop,,,,,,,,
champagne problems,Taylor Swift,5799455.0,2020.0,pop, post-teen pop,,,,,,,,
gold rush,Taylor Swift,5295108.0,2020.0,pop, post-teen pop,,,,,,,,
"no body, no crime (feat. HAIM)",Taylor Swift,5143103.0,2020.0,pop, post-teen pop,,,,,,,,
â€˜tis the damn season,Taylor Swift,5080811.0,2020.0,pop, post-teen pop,,,,,,,,
tolerate it,Taylor Swift,4735673.0,2020.0,pop, post-teen pop,,,,,,,,
happiness,Taylor Swift,4448147.0,2020.0,pop, post-teen pop,,,,,,,,
coney island (feat. The National),Taylor Swift,3934030.0,2020.0,pop, post-teen pop,,,,,,,,
dorothea,Taylor Swift,3922698.0,2020.0,pop, post-teen pop,,,,,,,,
ivy,Taylor Swift,3768222.0,2020.0,pop, post-teen pop,,,,,,,,
evermore (feat. Bon Iver),Taylor Swift,3741047.0,2020.0,pop, post-teen pop,,,,,,,,
long story short,Taylor Swift,3498069.0,2020.0,pop, post-teen pop,,,,,,,,
cowboy like me,Taylor Swift,3428061.0,2020.0,pop, post-teen pop,,,,,,,,
Tequila Shots,Kid Cudi,3366626.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
marjorie,Taylor Swift,3253469.0,2020.0,pop, post-teen pop,,,,,,,,
closure,Taylor Swift,3079442.0,2020.0,pop, post-teen pop,,,,,,,,
Show Out (with Skepta & Pop Smoke),Kid Cudi,3008140.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
She Knows This,Kid Cudi,2920361.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Another Day,Kid Cudi,2694089.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Beautiful Trip,Kid Cudi,2411912.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Dive,Kid Cudi,2283176.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
"Solo Dolo, Pt. III",Kid Cudi,2215872.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Damaged,Kid Cudi,2106848.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Heaven On Earth,Kid Cudi,2095578.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Sad People,Kid Cudi,1932909.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Elsies Baby Boy (flashback),Kid Cudi,1667383.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
The Void,Kid Cudi,1625704.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Sept. 16,Kid Cudi,1611588.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Lovinâ€™ Me (feat. Phoebe Bridgers),Kid Cudi,1569283.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Rockstar Knights (with Trippie Redd),Kid Cudi,1558502.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
The Pale Moonlight,Kid Cudi,1415322.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
4 Da Kidz,Kid Cudi,1300538.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
Lord I Know,Kid Cudi,1256343.0,2020.0,ohio hip hop, rap, hip hop, pop rap,,,,,,
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) Remix - Bonus Track",Jack Harlow,1149303.0,2020.0,kentucky hip hop, rap, deep underground hip hop, pop rap,,,,,,
Face Of My City (feat. Lil Baby),Jack Harlow,1007832.0,2020.0,kentucky hip hop, rap, deep underground hip hop, pop rap,,,,,,
Amor ou o LitrÃ£o,Petter Ferraz,1009377.0,2020.0,forro, piseiro, forro de favela, funk carioca, sertanejo pop,,,,,
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,956150.0,2020.0,dance pop, urban contemporary, pop, rnb,,,,,,
Your New Boyfriend,Wilbur Soot,841034.0,2020.0,dream smp, social media pop,,,,,,,,
GIRL LIKE ME,Black Eyed Peas,796924.0,2020.0,dance pop, pop rap, pop,,,,,,,
Gnat,Eminem,1707181.0,2020.0,detroit hip hop, rap, hip hop,,,,,,,
Black Magic (feat. Skylar Grey),Eminem,1421891.0,2020.0,detroit hip hop, rap, hip hop,,,,,,,
Alfredâ€™s Theme,Eminem,1194973.0,2020.0,detroit hip hop, rap, hip hop,,,,,,,
Tone Deaf,Eminem,1084071.0,2020.0,detroit hip hop, rap, hip hop,,,,,,,
Book of Rhymes (feat. DJ Premier),Eminem,1052979.0,2020.0,detroit hip hop, rap, hip hop,,,,,,,
Guns Blazing (feat. Dr. Dre & Sly Pyper),Eminem,994277.0,2020.0,detroit hip hop, rap, hip hop,,,,,,,
Favorite Bitch (feat. Ty Dolla $ign),Eminem,983079.0,2020.0,detroit hip hop, rap, hip hop,,,,,,,
Amazing Grace,Andrew Andraos,915291.0,2020.0,ottawa rap, rap,,,,,,,,
Bandido,Myke Towers,873538.0,2020.0,trap latino,,,,,,,,,
"Baby, Its Cold Outside",Dean Martin,884227.0,2020.0,adult standards, lounge, vocal jazz, easy listening,,,,,,
What Christmas Means To Me,Stevie Wonder,868930.0,2020.0,motown, soul, quiet storm, indie rnb, funk,,,,,
Mistletoe And Holly - Remastered 1999,Frank Sinatra,803628.0,2020.0,adult standards, lounge, easy listening,,,,,,,
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,802282.0,2020.0,adult standards, lounge, easy listening, swing, vocal jazz,,,,,
Little Saint Nick - 1991 Remix,The Beach Boys,787536.0,2020.0,baroque pop, sunshine pop, psychedelic rock, folk rock, classic rock, brill building pop, rock,,,
"Santa Claus Is Comin to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,784454.0,2020.0,heartland rock, singer-songwriter, permanent wave, mellow gold, classic rock, rock,,,,
Afterglow,Ed Sheeran,1871073.0,2020.0,uk pop, pop,,,,,,,,
Ponte Pa Mi,Justin Quiles,797929.0,2020.0,trap latino, reggaeton, latin,,,,,,,
MODO TURBO,LuÃ­sa Sonza,1570385.0,2020.0,pop nacional, funk carioca,,,,,,,,
The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,1137565.0,2020.0,pop, pop, viral pop, post-teen pop, dance pop,,,,,
Rudolph The Red-Nosed Reindeer,Dean Martin,1042135.0,2020.0,adult standards, lounge, vocal jazz, easy listening,,,,,,
Jingle Bells - Remastered 1999,Frank Sinatra,1034430.0,2020.0,adult standards, lounge, easy listening,,,,,,,
Cozy Little Christmas,Katy Perry,988425.0,2020.0,pop, post-teen pop, dance pop,,,,,,,
This Christmas,Donny Hathaway,988006.0,2020.0,soul, chicago soul, funk, classic soul, motown, neo soul, quiet storm, southern soul,,
Christmas Tree Farm,Taylor Swift,976993.0,2020.0,pop, post-teen pop,,,,,,,,
Winter Wonderland,Tony Bennett,974771.0,2020.0,adult standards, vocal jazz, lounge, easy listening,,,,,,
"Merry Christmas, Happy Holidays",*NSYNC,956116.0,2020.0,boy band, dance pop, post-teen pop, pop,,,,,,
My Kind Of Present,Meghan Trainor,946913.0,2020.0,pop, dance pop, post-teen pop, hip pop,,,,,,
Please Come Home for Christmas - 2013 Remaster,Eagles,915145.0,2020.0,heartland rock, mellow gold, soft rock, classic rock, yacht rock, album rock, rock, folk rock, country rock,
Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,2168796.0,2020.0,german pop, bubblegum dance, europop, german rock, girl group, schlager,,,,
Jingle Bells (feat. The Puppini Sisters),Michael BublÃ©,2100448.0,2020.0,jazz pop, adult standards, pop, lounge,,,,,,
Christmas Time,Bryan Adams,2049895.0,2020.0,classic canadian rock, heartland rock, pop, canadian singer-songwriter, soft rock, mellow gold, album rock, pop rock, rock,
Merry Xmas Everybody,Slade,1994896.0,2020.0,glam rock, hard rock, album rock, pub rock, blues rock, art rock, classic rock,,,
Its Beginning To Look A Lot Like Christmas,Bing Crosby,1964272.0,2020.0,adult standards, lounge, easy listening, swing, vocal jazz,,,,,
Make It To Christmas,Alessia Cara,1958114.0,2020.0,pop, post-teen pop, pop, rnb, dance pop, electropop,,,,
Frosty The Snowman,Ella Fitzgerald,1957041.0,2020.0,jazz blues, vocal jazz, adult standards, swing,,,,,,
Marys Boy Child / Oh My Lord,Boney M.,1885865.0,2020.0,europop,,,,,,,,,
Winter Wonderland - Remastered,Bing Crosby,1884731.0,2020.0,adult standards, lounge, easy listening, swing, vocal jazz,,,,,
Mistletoe and Wine,Cliff Richard,1870282.0,2020.0,classic uk pop, adult standards, rock-and-roll, brill building pop, bubblegum pop, soft rock, rockabilly, mellow gold,,
2000 Miles - 2007 Remaster,Pretenders,1844841.0,2020.0,permanent wave, mellow gold, new wave pop, rock, heartland rock, art rock, soft rock, pop rock, new wave, classic rock
Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,1842504.0,2020.0,cowboy western, yodeling, traditional country, oklahoma country, adult standards,,,,,
Ill Be Home for Christmas,Michael BublÃ©,1797595.0,2020.0,jazz pop, adult standards, pop, lounge,,,,,,
I Wish It Could Be Christmas Everyday,Wizzard,1764256.0,2020.0,glam rock, classic uk pop,,,,,,,,
I Need You Christmas,Jonas Brothers,1750647.0,2020.0,post-teen pop, pop, boy band, dance pop, pop rock,,,,,
White Christmas (with Shania Twain),Michael BublÃ©,1748492.0,2020.0,jazz pop, adult standards, pop, lounge,,,,,,
O Tannenbaum,Vince Guaraldi Trio,1723115.0,2020.0,jazz trio,,,,,,,,,
Mele Kalikimaka - Single Version,Bing Crosby,1699371.0,2020.0,adult standards, lounge, easy listening, swing, vocal jazz,,,,,
Merry Christmas Baby,Otis Redding,1680047.0,2020.0,soul, soul blues, memphis soul, southern soul, classic soul, funk,,,,
Silver Bells,Dean Martin,1649029.0,2020.0,adult standards, lounge, vocal jazz, easy listening,,,,,,
